Airport,total_flights,delay_rate,avg_delay,avg_temp,avg_wind,avg_precip,lat,lon,country,continent
MAF,9327,0.16854293985204247,9.707086951860191,21.199978556877884,16.47309960330224,0.02533504878310282,31.942499,-102.202003,US,
MBS,2175,0.18804597701149425,13.983448275862068,12.180183908045978,13.713655172413793,0.10280459770114943,43.533181,-84.083104,US,
MCI,49167,0.17058189436003823,9.520654097260358,15.49515935485183,13.130347590863792,0.11798564077531677,39.301699,-94.713893,US,
MCO,156258,0.24518424656657578,15.85281393592648,22.94958594119981,10.412524798730304,0.1885279473690947,28.42939949,-81.30899811,US,
MCW,602,0.19933554817275748,24.732558139534884,11.862956810631228,16.176411960132892,0.0792358803986711,43.159801,-93.329716,US,
MDT,5294,0.185304117869286,13.38288628636192,14.332244049867773,10.207215715904798,0.11386475255005665,40.192838,-76.762333,US,
MDW,78480,0.24403669724770644,12.875879204892966,13.740699541284405,13.837494903160042,0.1259633027522936,41.785999,-87.752403,US,
MEI,607,0.14991762767710048,13.215815485996705,19.4168039538715,9.444481054365733,0.17462932454695224,32.3326,-88.7519,US,
MEM,22267,0.1685453810571698,10.800646696905735,18.234993488121436,11.910365114294695,0.18520231733057888,35.043845,-89.97634,US,
MFE,4592,0.19250871080139373,15.178135888501743,25.585648954703835,13.990004355400696,0.07926829268292683,26.176141,-98.237965,US,
MFR,4320,0.15416666666666667,10.741435185185185,14.06486111111111,4.972754629629629,0.14733796296296298,42.374199,-122.873001,US,
MGM,2580,0.1941860465116279,14.335271317829458,20.753488372093024,10.125891472868217,0.18434108527131784,32.300598,-86.393997,US,
MGW,37,0.40540540540540543,72.62162162162163,2.554054054054054,11.57027027027027,0.05405405405405406,39.643305,-79.917598,US,
MHK,962,0.1340956340956341,7.027027027027027,15.618814968814968,13.826923076923077,0.09261954261954261,39.14099884,-96.67079926,US,
MHT,5571,0.17142344282893557,9.931789624842937,12.870382337102853,10.518470651588585,0.10227966253814395,42.932598,-71.435699,US,
MIA,107722,0.2706318115148252,19.467490391934795,24.97586472586844,12.533533540038247,0.24765507510072224,25.796011,-80.289751,US,
MKE,28241,0.1705676144612443,10.842392266562799,11.412828865833363,16.21516589355901,0.12017279841365391,42.947201,-87.896599,US,
MLB,2763,0.1498371335504886,5.950054288816504,24.14676076728194,13.444770177343468,0.19985522982265655,28.102009,-80.641088,US,
