id,ident,iata_code,name,latitude_deg,longitude_deg,continent,iso_country,iso_region,municipality,local_code
6924,07FA,OCA,Ocean Reef Club Airport,25.325399,-80.274803,,US,US-FL,Key Largo,07FA
12243,5A8,WKK,Aleknagik / New Airport,59.2826004,-158.6179962,,US,US-AK,Aleknagik,5A8
336537,AG-0001,BBQ,Burton-Nibbs International Airport,17.621194,-61.798347,,AG,AG-10,Codrington,
3,AGGH,HIR,Honiara International Airport,-9.428,160.054993,OC,SB,SB-GU,Honiara,
4,AGGM,MUA,Munda Airport,-8.32797,157.263,OC,SB,SB-WE,Munda,
8,ANYN,INU,Nauru International Airport,-0.547893,166.919525,OC,NR,NR-14,Yaren,
601314,AT98,WFR,[Duplicate] Wolf's Fang Runway,-71.5264,8.799459,AN,AQ,AQ-U-A,Queen Maud Island,
314558,AXF,AXF,Alxa Left Banner Bayanhot Airport,38.748317,105.58416,AS,CN,CN-15,Bayanhot,
35179,AYBA,VMU,Baimuru Airport,-7.496955,144.821756,OC,PG,PG-GPK,Baimuru,BMU
53,AYBK,BUA,Buka Airport,-5.422299,154.672698,OC,PG,PG-NSB,Buka Island,
35180,AYBM,OPU,Balimo Airport,-8.050000191,142.9329987,OC,PG,PG-WPD,Balimo,BLI
54,AYCH,CMU,Chimbu Airport,-6.024290085,144.970993,OC,PG,PG-CPK,Kundiawa,
55,AYDU,DAU,Daru Airport,-9.08676,143.207993,OC,PG,PG-WPD,Daru,
56,AYGA,GKA,Goroka Airport,-6.081689835,145.3919983,OC,PG,PG-EHG,Goronka,
57,AYGN,GUR,Gurney Airport,-10.3114996,150.3339996,OC,PG,PG-MBA,Gurney,
58,AYGR,PNP,Girua Airport,-8.80453968,148.3090057,OC,PG,PG-NPP,Popondetta,
59,AYHK,HKN,Hoskins Airport,-5.463846,150.407327,OC,PG,PG-WBK,Kimbe,
60,AYKM,KMA,Kerema Airport,-7.963610172,145.7709961,OC,PG,PG-GPK,Kerema,
61,AYKV,KVG,Kavieng Airport,-2.579400063,150.8079987,OC,PG,PG-NIK,Kavieng,
62,AYMD,MAG,Madang Airport,-5.207079887,145.7890015,OC,PG,PG-MPM,Madang,
63,AYMH,HGU,Mount Hagen Kagamuga Airport,-5.828212,144.299412,OC,PG,PG-WHM,Mount Hagen,
64,AYMN,MDU,Mendi Airport,-6.14774,143.656998,OC,PG,PG-SHM,Mendi,
65,AYMO,MAS,Momote Airport,-2.06189,147.423996,OC,PG,PG-MRL,Manus Island,
66,AYNZ,LAE,Nadzab Tomodachi International Airport,-6.567995,146.726544,OC,PG,PG-MPL,Lae,
67,AYPY,POM,Port Moresby Jacksons International Airport,-9.443380356,147.2200012,OC,PG,PG-NCD,Port Moresby,
68,AYTK,RAB,Tokua Airport,-4.34046,152.380005,OC,PG,PG-EBR,Kokopo,
69,AYVN,VAI,Vanimo Airport,-2.6926,141.3028,OC,PG,PG-SAN,Vanimo,
70,AYWD,WBM,Wapenamanda Airport,-5.635293,143.892231,OC,PG,PG-EPW,Wapenamanda,
71,AYWK,WWK,Wewak International Airport,-3.583830118,143.6690063,OC,PG,PG-ESW,Wewak,
44941,AZ-0001,ZXT,Zabrat Airport,40.494884,49.977065,AS,AZ,AZ-BA,Zabrat,
27301,BCW,BCW,Benguera Island Airport,-21.8533,35.438301,AF,MZ,MZ-I,Benguera Island,
111,BG-JAM,JAM,Bezmer Air Base,42.454899,26.3522,EU,BG,BG-28,Bezmer,
31697,BGAA,JEG,Aasiaat Airport,68.721802,-52.784698,,GL,GL-QK,Aasiaat,
30839,BGCO,CNP,Neerlerit Inaat Airport,70.743103,-22.650499,,GL,GL-SE,Neerlerit Inaat,
114,BGGH,GOH,Nuuk International Airport,64.191066,-51.67914,,GL,GL-SE,Nuuk,
31694,BGJN,JAV,Ilulissat Airport,69.243202,-51.057098,,GL,GL-AV,Ilulissat,
31786,BGKK,KUS,Kulusuk Airport,65.573601,-37.1236,,GL,GL-SE,Kulusuk,
32004,BGQQ,NAQ,Qaanaaq Airport,77.488602,-69.388702,,GL,GL-AV,Qaanaaq,
115,BGSF,SFJ,Kangerlussuaq International Airport,67.010446,-50.715294,,GL,GL-QA,Kangerlussuaq,
31700,BGSS,JHS,Sisimiut Airport,66.951302,-53.729301,,GL,GL-QA,Sisimiut,
116,BGTL,THU,Pituffik Space Base,76.53063,-68.700541,,GL,GL-AV,Pituffik,
117,BIAR,AEY,Akureyri International Airport,65.656573,-18.072018,EU,IS,IS-6,Akureyri,
118,BIBD,BIU,Bildudalur Airport,65.641296,-23.5462,EU,IS,IS-4,Bildudalur,
119,BIEG,EGS,Egilsstaðir Airport,65.28330231,-14.40139961,EU,IS,IS-7,Egilsstaðir,
31549,BIGR,GRY,Grímsey Airport,66.5458,-18.0173,EU,IS,IS-6,Grímsey/Sandvík,
120,BIHN,HFN,Hornafjörður Airport,64.295601,-15.2272,EU,IS,IS-8,Höfn,
121,BIHU,HZK,Húsavík Airport,65.952301,-17.426001,EU,IS,IS-6,Húsavík,
122,BIIS,IFJ,Ísafjörður Airport,66.058098,-23.1353,EU,IS,IS-4,Ísafjörður,
123,BIKF,KEF,Keflavik International Airport,63.985001,-22.6056,EU,IS,IS-2,Reykjavík,
125,BIRK,RKV,Reykjavík Domestic Airport,64.128732,-21.93759,EU,IS,IS-1,Reykjavík,
31973,BIRL,MVA,Mývatn Airport,65.6558,-16.9181,EU,IS,IS-6,Myvatn,
126,BISI,SIJ,Siglufjörður Airport,66.137847,-18.908157,EU,IS,IS-6,Siglufjörður,
128,BIVM,VEY,Vestmannaeyjar Airport,63.42430115,-20.27890015,EU,IS,IS-8,Vestmannaeyjar,
32593,BIVO,VPN,Vopnafjörður Airport,65.720596,-14.8506,EU,IS,IS-7,Vopnafjörður,
4614,BKPR,PRN,Priština Adem Jashari International Airport,42.5728,21.035801,EU,XK,XK-01,Prishtina,
333222,BR-0569,VDC,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,SA,BR,BR-BA,Vitória da Conquista,BA0005
353792,BTZ,BTZ,Betong International Airport,5.79,101.15,AS,TH,TH-95,Betong,
34946,BY-0001,TXC,Orsha Airport - Balbasovo Air Base,54.439999,30.2967,EU,BY,BY-VI,Orsha,
30861,BZ-CUK,CUK,Caye Caulker Airport,17.735015,-88.032862,,BZ,BZ-BZ,Caye Caulker,
30867,BZ-CYC,CYC,Caye Chapel Airport,17.683792,-88.044985,,BZ,BZ-BZ,Caye Chapel,
42209,BZ-CZH,CZH,Corozal Airport,18.3822,-88.411903,,BZ,BZ-CZL,Corozal,
42207,BZ-DGA,DGA,Dangriga Airport,16.98251,-88.230988,,BZ,BZ-SC,Dangriga,
42210,BZ-SJX,SJX,Sartaneja Airport,18.3561,-88.130798,,BZ,BZ-CZL,Sartaneja,
32370,BZ-SPR,SPR,John Greif II Airport,17.9139,-87.9711,,BZ,BZ-CY,San Pedro,
42215,BZ-TZA,TZA,Sir Barry Bowen Municipal Airport,17.517239,-88.195775,,BZ,BZ-BZ,Belize City,
27300,BZB,BZB,Bazaruto Island Airport,-21.5411,35.4729,AF,MZ,MZ-I,Bazaruto Island,
624,CAJ4,YAA,Anahim Lake Airport,52.451501,-125.303776,,CA,CA-BC,Anahim Lake,CAJ4
643,CAT4,XQU,Qualicum Beach Airport,49.337456,-124.393086,,CA,CA-BC,Qualicum Beach,CAT4
657,CAZ5,YZA,Cache Creek-Ashcroft Regional Airport,50.775258,-121.321314,,CA,CA-BC,Cache Creek,CAZ5
664,CBBC,ZEL,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,,CA,CA-BC,Bella Bella,CBBC
323881,CN-0062,BZX,Bazhong Enyang Airport,31.73842,106.644872,AS,CN,CN-51,Bazhong,BZX
44157,CN-0079,HSC,Shaoguan Danxia Airport,24.9786,113.420998,AS,CN,CN-44,Shaoguan,
44159,CN-0081,JGS,Jinggangshan Airport,26.856899,114.737,AS,CN,CN-36,Ji'an,
44195,CN-0117,HNG,Hainanzhou Gonghe Airport,36.3367,100.480003,AS,CN,CN-63,Hainan (Gonghe),
44232,CN-0154,JNH,Jiaxing Nanhu Airport,30.698056,120.663056,AS,CN,CN-33,"Xiuzhou, Hangzhou",
348150,CN-0178,WHN,Wuhan Hannan Municipal Airport,30.25521,114.062805,AS,CN,CN-42,Wuhan (Hannan),
350882,CN-0236,DDR,Shigatse Tingri Airport,28.604567,86.798,AS,CN,CN-54,Xigazê (Dingri),
350883,CN-0237,HQL,Tashikuergan Hongqilafu Airport,37.661333,75.288877,AS,CN,CN-65,Tashikuergan,
350949,CN-0253,JDE,Jiande Qiandaohu General Airport,29.360905,119.180829,AS,CN,CN-33,Hangzhou,
355511,CN-0354,APJ,Ali Pulan Airport,30.397898,81.13317,AS,CN,CN-54,Burang Town,
525773,CN-0421,ZAT,Zhaotong Zhaoyang Airport （Not fully opened),27.205843,103.691511,AS,CN,CN-53,Zhaotong,
598595,CN-0476,BFY,Bengbu Tenghu Airport,33.166292,117.058344,AS,CN,CN-34,Bengbu,
1654,CYAG,YAG,Fort Frances Municipal Airport,48.655749,-93.44349,,CA,CA-ON,Fort Frances,
1655,CYAH,YAH,La Grande-4 Airport,53.75469971,-73.6753006,,CA,CA-QC,La Grande-4,
1657,CYAM,YAM,Sault Ste Marie Airport,46.483216,-84.508467,,CA,CA-ON,Sault Ste Marie,
1658,CYAQ,XKS,Kasabonika Airport,53.52470016,-88.64279938,,CA,CA-ON,Kasabonika,
1665,CYAY,YAY,St. Anthony Airport,51.391909,-56.08321,,CA,CA-NL,St. Anthony,
1666,CYAZ,YAZ,Tofino / Long Beach Airport,49.079833,-125.775583,,CA,CA-BC,Tofino,
1669,CYBC,YBC,Baie-Comeau Airport,49.1325,-68.204399,,CA,CA-QC,Baie-Comeau,YBC
1670,CYBD,QBC,Bella Coola Airport,52.387501,-126.596001,,CA,CA-BC,Bella Coola,
1672,CYBF,YBY,Bonnyville Airport,54.304199,-110.744003,,CA,CA-AB,Bonnyville,
1673,CYBG,YBG,Saguenay-Bagotville Airport,48.330123,-70.992012,,CA,CA-QC,Saguenay,
1674,CYBK,YBK,Baker Lake Airport,64.29889679,-96.07779694,,CA,CA-NU,Baker Lake,
1675,CYBL,YBL,Campbell River Airport,49.950802,-125.271004,,CA,CA-BC,Campbell River,YBL
1678,CYBR,YBR,Brandon Municipal Airport,49.91,-99.951897,,CA,CA-MB,Brandon,
1683,CYBX,YBX,Lourdes-de-Blanc-Sablon Airport,51.4436,-57.185299,,CA,CA-QC,Blanc-Sablon,
1685,CYCB,YCB,Cambridge Bay Airport,69.10810089,-105.1380005,,CA,CA-NU,Cambridge Bay,
1686,CYCC,YCC,Cornwall Regional Airport,45.092637,-74.567724,,CA,CA-ON,Cornwall,
1687,CYCD,YCD,Nanaimo Airport,49.05497,-123.869863,,CA,CA-BC,Nanaimo,
1688,CYCE,YCE,Centralia / James T. Field Memorial Aerodrome,43.285599,-81.508301,,CA,CA-ON,Huron Park,CYCE
1689,CYCG,YCG,Castlegar/West Kootenay Regional Airport,49.296398,-117.632004,,CA,CA-BC,Castlegar,
1690,CYCH,YCH,Miramichi Airport,47.007801,-65.449203,,CA,CA-NB,Miramichi,
1691,CYCL,YCL,Charlo Airport,47.990799,-66.330299,,CA,CA-NB,Charlo,
1692,CYCN,YCN,Cochrane Airport,49.10559845,-81.01360321,,CA,CA-ON,Cochrane,
1695,CYCQ,YCQ,Chetwynd Airport,55.68719864,-121.6269989,,CA,CA-BC,Chetwynd,
1703,CYDA,YDA,Dawson City Airport,64.04309845,-139.128006,,CA,CA-YT,Dawson City,
1704,CYDB,YDB,Burwash Airport,61.371101,-139.041,,CA,CA-YT,Burwash Landing,
1706,CYDF,YDF,Deer Lake Airport,49.208159,-57.396147,,CA,CA-NL,Deer Lake,
1709,CYDM,XRR,Ross River Airport,61.97060013,-132.4230042,,CA,CA-YT,Ross River,YDM
1710,CYDN,YDN,Dauphin Barker Airport,51.1008,-100.052002,,CA,CA-MB,Dauphin,
1711,CYDO,YDO,Dolbeau-Saint-Felicien Airport,48.7785,-72.375,,CA,CA-QC,Dolbeau-Saint-Felicien,
1713,CYDQ,YDQ,Dawson Creek Airport,55.741245,-120.183263,,CA,CA-BC,Dawson Creek,
1717,CYEG,YEG,Edmonton International Airport,53.3097,-113.580002,,CA,CA-AB,Edmonton,CYEG
1719,CYEL,YEL,Elliot Lake Municipal Airport,46.35139847,-82.56140137,,CA,CA-ON,Elliot Lake,
1720,CYEM,YEM,Manitoulin East Municipal Airport,45.842435,-81.857595,,CA,CA-ON,Sheguiandah,
1721,CYEN,YEN,Estevan Airport,49.21030045,-102.9660034,,CA,CA-SK,Estevan,
1724,CYET,YET,Edson Airport,53.57889938,-116.4649963,,CA,CA-AB,Edson,
1726,CYEV,YEV,Inuvik Mike Zubko Airport,68.30419922,-133.4830017,,CA,CA-NT,Inuvik,
1727,CYEY,YEY,Amos/Magny Airport,48.563903,-78.249702,,CA,CA-QC,Amos,
1729,CYFB,YFB,Iqaluit Airport,63.756402,-68.555801,,CA,CA-NU,Iqaluit,
1730,CYFC,YFC,Fredericton International Airport,45.868697,-66.529891,,CA,CA-NB,Fredericton,
1732,CYFE,YFE,Forestville Airport,48.74610138,-69.09719849,,CA,CA-QC,Forestville,
1734,CYFJ,YTM,Mont-Tremblant International Airport,46.409401,-74.779999,,CA,CA-QC,La Macaza,
1736,CYFR,YFR,Fort Resolution Airport,61.18080139,-113.6900024,,CA,CA-NT,Fort Resolution,
1737,CYFS,YFS,Fort Simpson Airport,61.7602005,-121.2369995,,CA,CA-NT,Fort Simpson,
1743,CYGK,YGK,Kingston Norman Rogers Airport,44.2253,-76.596901,,CA,CA-ON,Kingston,
1744,CYGL,YGL,La Grande Rivière Airport,53.62530136,-77.70420074,,CA,CA-QC,La Grande Rivière,
1745,CYGM,YGM,Gimli Industrial Park Airport,50.62810135,-97.04329681,,CA,CA-MB,Gimli,
1747,CYGP,YGP,Michel-Pouliot Gaspé Airport,48.774915,-64.481893,,CA,CA-QC,Gaspé,
1748,CYGQ,YGQ,Geraldton Greenstone Regional Airport,49.77830124,-86.93939972,,CA,CA-ON,Geraldton,
1749,CYGR,YGR,Îles-de-la-Madeleine Airport,47.425242,-61.778612,,CA,CA-QC,Les Îles-de-la-Madeleine,
1751,CYGV,YGV,Havre-Saint-Pierre Airport,50.281898,-63.611401,,CA,CA-QC,Havre-Saint-Pierre,
1752,CYGW,YGW,Kuujjuarapik Airport,55.2818985,-77.76529694,,CA,CA-QC,Kuujjuarapik,
1757,CYHD,YHD,Dryden Regional Airport,49.831699,-92.744202,,CA,CA-ON,Dryden,
1759,CYHF,YHF,Hearst René Fontaine Municipal Airport,49.71419907,-83.68609619,,CA,CA-ON,Hearst,
1763,CYHM,YHM,John C. Munro Hamilton International Airport,43.17348,-79.931185,,CA,CA-ON,Hamilton,
1764,CYHN,YHN,Hornepayne Municipal Airport,49.19309998,-84.7589035,,CA,CA-ON,Hornepayne,
1767,CYHT,YHT,Haines Junction Airport,60.7892,-137.546005,,CA,CA-YT,Haines Junction,
1768,CYHU,YHU,Montréal / Saint-Hubert Metropolitan Airport,45.517502,-73.416901,,CA,CA-QC,Montréal,
1769,CYHY,YHY,Hay River / Merlyn Carter Airport,60.83969879,-115.7829971,,CA,CA-NT,Hay River,
1770,CYHZ,YHZ,Halifax / Stanfield International Airport,44.88079834,-63.50859833,,CA,CA-NS,Halifax,
1771,CYIB,YIB,Atikokan Municipal Airport,48.773899,-91.638603,,CA,CA-ON,Atikokan,
1772,CYID,YDG,Digby / Annapolis Regional Airport,44.54584504,-65.78542471,,CA,CA-NS,Digby,
1773,CYIF,YIF,St Augustin Airport,51.2117,-58.658298,,CA,CA-QC,St-Augustin,
1776,CYIV,YIV,Island Lake Airport,53.85720062,-94.6536026,,CA,CA-MB,Island Lake,
1778,CYJF,YJF,Fort Liard Airport,60.2358017,-123.4690018,,CA,CA-NT,Fort Liard,
1780,CYJN,YJN,St Jean Airport,45.29439926,-73.28109741,,CA,CA-QC,St Jean,
1783,CYJT,YJT,Stephenville Dymond International Airport,48.54339,-58.552892,,CA,CA-NL,Stephenville,
1784,CYKA,YKA,Kamloops John Moose Fulton Field Regional Airport,50.703038,-120.448641,,CA,CA-BC,Kamloops,
1787,CYKF,YKF,Region of Waterloo International Airport,43.4608,-80.378601,,CA,CA-ON,Breslau,
1789,CYKJ,YKJ,Key Lake Airport,57.2560997,-105.6179962,,CA,CA-SK,Key Lake,
1790,CYKL,YKL,Schefferville Airport,54.80530167,-66.80529785,,CA,CA-QC,Schefferville,
1340,CYKM,YKD,Kincardine Municipal Airport,44.201401,-81.606697,,CA,CA-ON,Kincardine,CYKM
1793,CYKX,YKX,Kirkland Lake Airport,48.21030045,-79.98139954,,CA,CA-ON,Kirkland Lake,
1794,CYKY,YKY,Kindersley Airport,51.51750183,-109.1809998,,CA,CA-SK,Kindersley,YKY
1799,CYLD,YLD,Chapleau Airport,47.81999969,-83.34670258,,CA,CA-ON,Chapleau,
1801,CYLJ,YLJ,Meadow Lake Airport,54.12530136,-108.5230026,,CA,CA-SK,Meadow Lake,
1803,CYLL,YLL,Lloydminster Airport,53.3092,-110.072998,,CA,CA-AB,Lloydminster,
1805,CYLR,YLR,Leaf Rapids Airport,56.51330185,-99.98529816,,CA,CA-MB,Leaf Rapids,
1293,CYLS,YLK,Barrie-Lake Simcoe Regional Airport,44.485056,-79.554663,,CA,CA-ON,Barrie,CYLS
1806,CYLT,YLT,Alert Airport,82.517263,-62.283037,,CA,CA-NU,Alert,
1808,CYLW,YLW,Kelowna International Airport,49.9561,-119.377998,,CA,CA-BC,Kelowna,
1809,CYMA,YMA,Mayo Airport,63.61640167,-135.8679962,,CA,CA-YT,Mayo,
1810,CYME,YME,Matane Airport,48.85689926,-67.45330048,,CA,CA-QC,Matane,
1811,CYMG,YMG,Manitouwadge Airport,49.08390045,-85.86060333,,CA,CA-ON,Manitouwadge,
1813,CYMJ,YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.33029938,-105.5589981,,CA,CA-SK,Moose Jaw,
1814,CYML,YML,Charlevoix Airport,47.59749985,-70.22389984,,CA,CA-QC,Charlevoix,
1815,CYMM,YMM,Fort McMurray International Airport,56.653301,-111.222,,CA,CA-AB,Fort McMurray,
1816,CYMO,YMO,Moosonee Airport,51.29109955,-80.60780334,,CA,CA-ON,Moosonee,
1817,CYMT,YMT,Chapais Airport,49.77190018,-74.52809906,,CA,CA-QC,Chibougamau,
1820,CYMX,YMX,Montreal Mirabel International Airport,45.679501,-74.038696,,CA,CA-QC,Montréal,
1822,CYNA,YNA,Natashquan Airport,50.190114,-61.78898,,CA,CA-QC,Natashquan,
1824,CYND,YND,Ottawa / Gatineau Airport,45.521702,-75.563599,,CA,CA-QC,Gatineau,CYND
1827,CYNJ,YLY,Langley Airport,49.1008,-122.630997,,CA,CA-BC,Langley,
1828,CYNL,YNL,Points North Landing Airport,58.27669907,-104.0820007,,CA,CA-SK,Points North Landing,
1829,CYNM,YNM,Matagami Airport,49.76169968,-77.80280304,,CA,CA-QC,Matagami,
1832,CYOA,YOA,Ekati Airport,64.69889832,-110.6149979,,CA,CA-NT,Ekati,
1834,CYOD,YOD,CFB Cold Lake,54.40499878,-110.2789993,,CA,CA-AB,Cold Lake,
1836,CYOJ,YOJ,High Level Airport,58.62139893,-117.1650009,,CA,CA-AB,High Level,
1837,CYOO,YOO,Oshawa Executive Airport,43.922798,-78.894997,,CA,CA-ON,Oshawa,CYOO
1838,CYOP,YOP,Rainbow Lake Airport,58.491402,-119.407997,,CA,CA-AB,Rainbow Lake,
1839,CYOS,YOS,Owen Sound / Billy Bishop Regional Airport,44.59030151,-80.83750153,,CA,CA-ON,Owen Sound,
1840,CYOW,YOW,Ottawa Macdonald-Cartier International Airport,45.322498,-75.669197,,CA,CA-ON,Ottawa,YOW
1842,CYPA,YPA,Prince Albert Glass Field,53.21419907,-105.6729965,,CA,CA-SK,Prince Albert,
1844,CYPD,YPS,Port Hawkesbury Airport,45.65670013,-61.36809921,,CA,CA-NS,Port Hawkesbury,
1845,CYPE,YPE,Peace River Airport,56.226898,-117.446999,,CA,CA-AB,Peace River,
1846,CYPG,YPG,Portage-la-Prairie / Southport Airport,49.903099,-98.273817,,CA,CA-MB,Portage la Prairie,
1849,CYPL,YPL,Pickle Lake Airport,51.44639969,-90.21420288,,CA,CA-ON,Pickle Lake,
1851,CYPN,YPN,Port-Menier Airport,49.836399,-64.288597,,CA,CA-QC,Port-Menier,
1854,CYPQ,YPQ,Peterborough Regional Airport,44.232251,-78.362053,,CA,CA-ON,Peterborough,
1855,CYPR,YPR,Prince Rupert Airport,54.28609848,-130.4450073,,CA,CA-BC,Prince Rupert,
1859,CYPW,YPW,Powell River Airport,49.83420181,-124.5,,CA,CA-BC,Powell River,
1860,CYPX,YPX,Puvirnituq Airport,60.050598,-77.286903,,CA,CA-QC,Puvirnituq,
1861,CYPY,YPY,Fort Chipewyan Airport,58.76720047,-111.1169968,,CA,CA-AB,Fort Chipewyan,
1862,CYPZ,YPZ,Burns Lake Airport,54.3764,-125.950996,,CA,CA-BC,Burns Lake,YPZ
1863,CYQA,YQA,Muskoka Airport,44.975376,-79.306546,,CA,CA-ON,Gravenhurst,
1864,CYQB,YQB,Quebec Jean Lesage International Airport,46.7911,-71.393303,,CA,CA-QC,Quebec,YQB
1865,CYQD,YQD,The Pas Airport,53.97140121,-101.0910034,,CA,CA-MB,The Pas,
1866,CYQF,YQF,Red Deer Regional Airport,52.182201,-113.893997,,CA,CA-AB,Springbrook,
1867,CYQG,YQG,Windsor International Airport,42.2756,-82.955597,,CA,CA-ON,Windsor,
1868,CYQH,YQH,Watson Lake Airport,60.116839,-128.821993,,CA,CA-YT,Watson Lake,
1869,CYQI,YQI,Yarmouth Airport,43.82690048,-66.08809662,,CA,CA-NS,Yarmouth,
1870,CYQK,YQK,Kenora Airport,49.78829956,-94.36309814,,CA,CA-ON,Kenora,
1871,CYQL,YQL,Lethbridge County Airport,49.63029861,-112.8000031,,CA,CA-AB,Lethbridge,
1872,CYQM,YQM,Greater Moncton Roméo LeBlanc International Airport,46.113189,-64.67719,,CA,CA-NB,Moncton,
1873,CYQN,YQN,Nakina Airport,50.18280029,-86.6964035,,CA,CA-ON,Nakina,
1874,CYQQ,YQQ,Comox Valley International Airport / CFB Comox,49.7108,-124.887001,,CA,CA-BC,Comox,
1875,CYQR,YQR,Regina International Airport,50.431938,-104.660906,,CA,CA-SK,Regina,
1876,CYQS,YQS,St Thomas Municipal Airport,42.77000046,-81.1108017,,CA,CA-ON,St Thomas,
1877,CYQT,YQT,Thunder Bay International Airport,48.371899,-89.323898,,CA,CA-ON,Thunder Bay,
1878,CYQU,YQU,Grande Prairie Airport,55.17969894,-118.8850021,,CA,CA-AB,Grande Prairie,
1879,CYQV,YQV,Yorkton Municipal Airport,51.264702,-102.461998,,CA,CA-SK,Yorkton,
1880,CYQW,YQW,North Battleford Airport,52.769409,-108.243742,,CA,CA-SK,North Battleford,
1881,CYQX,YQX,Gander International Airport,48.936258,-54.567719,,CA,CA-NL,Gander,
1882,CYQY,YQY,Sydney / J.A. Douglas McCurdy Airport,46.161072,-60.049759,,CA,CA-NS,Sydney,
1883,CYQZ,YQZ,Quesnel Airport,53.02610016,-122.5100021,,CA,CA-BC,Quesnel,
1885,CYRB,YRB,Resolute Bay Airport,74.71690369,-94.9693985,,CA,CA-NU,Resolute Bay,
1887,CYRI,YRI,Rivière-du-Loup Airport,47.76440048,-69.58470154,,CA,CA-QC,Rivière-du-Loup,
1888,CYRJ,YRJ,Roberval Airport,48.519665,-72.265735,,CA,CA-QC,Roberval,
1889,CYRL,YRL,Red Lake Airport,51.06689835,-93.79309845,,CA,CA-ON,Red Lake,
1891,CYRO,YRO,Ottawa / Rockcliffe Airport,45.460496,-75.644001,,CA,CA-ON,Ottawa,CYRO
1893,CYRQ,YRQ,Trois-Rivières Airport,46.35279846,-72.67939758,,CA,CA-QC,Trois-Rivières,
1895,CYRT,YRT,Rankin Inlet Airport,62.81140137,-92.11579895,,CA,CA-NU,Rankin Inlet,
1896,CYRV,YRV,Revelstoke Airport,50.962245,-118.184258,,CA,CA-BC,Revelstoke,
1897,CYSB,YSB,Sudbury Airport,46.625,-80.79889679,,CA,CA-ON,Sudbury,
1898,CYSC,YSC,Sherbrooke Airport,45.438599,-71.691399,,CA,CA-QC,Sherbrooke,
1901,CYSF,YSF,Stony Rapids Airport,59.25030136,-105.8410034,,CA,CA-SK,Stony Rapids,
1903,CYSH,YSH,Smiths Falls-Montague (Russ Beach) Airport,44.945801,-75.940598,,CA,CA-ON,Smiths Falls,
1904,CYSJ,YSJ,Saint John Airport,45.31610107,-65.89029694,,CA,CA-NB,Saint John,
1906,CYSL,YSL,Saint-Léonard Airport,47.157097,-67.836242,,CA,CA-NB,Saint-Léonard,
1907,CYSM,YSM,Fort Smith Airport,60.020302,-111.961998,,CA,CA-NT,Fort Smith,
1908,CYSN,YCM,Niagara District Airport,43.191598,-79.171686,,CA,CA-ON,Niagara-on-the-Lake,
1909,CYSP,YSP,Marathon Airport,48.75529861,-86.3443985,,CA,CA-ON,Marathon,
1913,CYSU,YSU,Summerside Airport,46.440601,-63.833599,,CA,CA-PE,Slemon Park,
1917,CYTA,YTA,Pembroke Airport,45.86439896,-77.25170135,,CA,CA-ON,Pembroke,
1919,CYTF,YTF,Alma Airport,48.5089,-71.641899,,CA,CA-QC,Alma,
1920,CYTH,YTH,Thompson Airport,55.80110168,-97.86419678,,CA,CA-MB,Thompson,
1924,CYTR,YTR,CFB Trenton,44.1189003,-77.52809906,,CA,CA-ON,Trenton,
1925,CYTS,YTS,Timmins/Victor M. Power,48.56969833,-81.37670136,,CA,CA-ON,Timmins,
1926,CYTZ,YTZ,Billy Bishop Toronto City Airport,43.627852,-79.39553,,CA,CA-ON,Toronto,
1928,CYUL,YUL,Montreal / Pierre Elliott Trudeau International Airport,45.467837,-73.742294,,CA,CA-QC,Montréal,YUL
1930,CYUX,YUX,Hall Beach Airport,68.7761,-81.2425,,CA,CA-NU,Sanirajak,
1931,CYUY,YUY,Rouyn Noranda Airport,48.20610046,-78.83560181,,CA,CA-QC,Rouyn-Noranda,
1932,CYVB,YVB,Bonaventure Airport,48.071098,-65.460297,,CA,CA-QC,Bonaventure,
1933,CYVC,YVC,La Ronge Airport,55.15140152,-105.262001,,CA,CA-SK,La Ronge,
1936,CYVK,YVE,Vernon Regional Airport,50.246163,-119.330963,,CA,CA-BC,Vernon,
1938,CYVO,YVO,Val-d'Or Airport,48.05329895,-77.78279877,,CA,CA-QC,Val-d'Or,
1939,CYVP,YVP,Kuujjuaq Airport,58.09609985,-68.42690277,,CA,CA-QC,Kuujjuaq,
1940,CYVQ,YVQ,Norman Wells Airport,65.28160095,-126.7979965,,CA,CA-NT,Norman Wells,
1941,CYVR,YVR,Vancouver International Airport,49.193901,-123.183998,,CA,CA-BC,Vancouver,
1943,CYVV,YVV,Wiarton Airport,44.7458,-81.107201,,CA,CA-ON,Wiarton,
1946,CYWG,YWG,Winnipeg / James Armstrong Richardson International Airport,49.90999985,-97.23989868,,CA,CA-MB,Winnipeg,YWG
1949,CYWK,YWK,Wabush Airport,52.9219017,-66.86440277,,CA,CA-NL,Wabush,
1950,CYWL,YWL,Williams Lake Airport,52.18310165,-122.0540009,,CA,CA-BC,Williams Lake,
1954,CYWY,YWY,Wrigley Airport,63.20940018,-123.4369965,,CA,CA-NT,Wrigley,
1955,CYXC,YXC,Cranbrook/Canadian Rockies International Airport,49.610802,-115.781998,,CA,CA-BC,Cranbrook,
1957,CYXE,YXE,Saskatoon John G. Diefenbaker International Airport,52.170723,-106.700793,,CA,CA-SK,Saskatoon,
